source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds005752	251	254	1	2	985	499	438	31787771947	4429611007	32271849	308760.0	313.46192893401013	193935360	196888.69035532995	anat,dwi,fmap,func,meg,perf
